signature,slot,timestamp,pool,mint,wallet,side,token_amount,quote_sol,quote_usd,price_usd,venue,is_whale,is_quote_verified,source_type
Wx8iWFkcyYmNSkMxoGbd41k1UhkDib1WuHrdUxy7VYfEEicZXzqHs91kYWLjz9oTDa4HLZag2bXaWC23tkA8pEz,444608649,2026-09-05 20:17:59,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,DMSMFfkAWbeJqkHNT6H9eQqD2oHHTMVkwAZ7RZwoYSt,SELL,38481.06594300002,,,,Pump.fun,False,False,REAL
4e4EAwjcuvTTHoGGDcCSXD4waVQqAHGJi7AL9i2eT4ajQQazWpv4aiPCWoqrJmwVHiLcET3MHeusVyw17VeCQKEn,444608649,2026-09-05 20:17:59,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,EKXFkwVo45vFaPhEBQbdrFw3e9NCDL45Yz7uQvSBjvJF,BUY,55675.44496600001,,,,Pump.fun,False,False,REAL
dqNGZ5jZVKVcbq9y7jQkaKtRJQj8u4CLhUGeFzZNGqsuj8AtZrEZf2itH22QZh8y1edTtzsXnV5T8ybTiQQimLB,444608649,2026-09-05 20:17:59,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,Fa2oF4MHVxpoh5Ad8kBEcSyzrE6sJeYBpNFFevdee4Dr,SELL,33185.97000000003,,,,Pump.fun,False,False,REAL
2epjrRXLv8PAWj5siy2j6S1JTyJq21XgXz1PVWLH1GbNVFyDTptzEL3kRZkmdUftenr5fcqAWu725Zjp37yB7va7,444608648,2026-09-05 20:17:59,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,26snm1aizFzvNBWordKrZSGB6vYt8F5mcosk5jDdai7Y,BUY,261801.856669,,,,Raydium_AMM_V4,False,False,REAL
z9Xqzrt8BYSuwqHPacWfMaa8RNr7kX3FPDPsuZDjjkj1imPSWbyRNjVMeiHRjUysyPDsowX1gp1iHN7FJsEvC4x,444608644,2026-09-05 20:17:57,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,FTNTzH9y5YBsTVtKtxprCX9LomMmC7LxMEjaMGnCbwSJ,SELL,368977.148435,,,,Pump.fun,False,False,REAL
2B6yxvX2DUqtaTxQXAFMh5kJCEo1MPXTtTUNUcbFBEjxqeWm5G8WUJz9P1p64QDnSKZZCo4jALrE653zXdgzDvyH,444608651,2026-09-05 20:18:00,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,BuPJCTod2nSjBvTdyifpA2WYuNyVVdQPjrJyzggdHr1i,BUY,706845.1505140001,,,,Pump.fun,False,False,REAL
2hQsUtSp5yt6Jahbu616DqbjdeCehfNiPrJ92S2LsnoSJ4JGuWNQBsXqk9JHPtH4CdrGhFzVrnQDsfbYRuRjqvBo,444608634,2026-09-05 20:17:54,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,AMzmykyMi9MnSs3yVMyiRF2HSyFsGH4fL6zWUD1RHmdi,SELL,12870326.506501,,,,Pump.fun,False,False,REAL
4AmCGS9s5G6XYALZQNbgr5EBRZJwLzk7AGVxezLQGMu5mzmgkowLZembCj8vsEjA948ifTxMsWLPj5ngRetVTF8,444608602,2026-09-05 20:17:43,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,8mecs1LCw3mbmHywihvGZ1jf76yNHCEv23MgtePnGJMu,SELL,962989.418624,,,,Raydium_AMM_V4,False,False,REAL
2kqmi96f5R9oGSfpFWdpqNFkZA44jNQhej34m6rqUNUFJB8xjS62gxfhyLDQ3WC62JWir5avE7NbqmgBQn5af1DQ,444606490,2026-09-05 20:06:39,7GCtfWBgYHBmPkB3N6iHZb1uFGBq8toh413jBoAbzfkW,aq4FWcyDQHcEJWuhANot8afe5BMfmBQSnMpi3o7pump,CCUefYreEu9ZTee3RDodfFVxk7QgDumYWN7zyxkgo1Kb,BUY,46352.42285,,,,Generic_DEX,False,False,REAL
4AvDLmzsAbHe4JUZRV1f64g2G2L2QWr3N29T3WJJeiYywNohtrP6fe5a6RXCjkse6Y6o1x3XniDL2pQfBbGbnXHp,444606167,2026-09-05 20:04:57,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,Hg8hq2vbSTWW2ZHphmgAFC82mqkHB4PP7mBGyLUR4YJt,SELL,1100859.800544,,,,Pump.fun,False,False,REAL
3R7ivaYaTzyWgkMCq2Dyt7J7u7Rb9VW8ogBWSjk3qfjhFB8ejMKW9ebYgKWzXdnNnx3wEBm7Fd2fcoqhqCBtftfS,444604920,2026-09-05 19:58:23,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,6mbwiBcrQ4UX19cBV2WdCz6cVg9YV9H4Jng4EFjMVLHf,SELL,1467534.23709,,,,Pump.fun,False,False,REAL
KTc3YBot7SUJq6r2PyUeYX7peXNMEULw6Pqh1bwdGwszQb7iXnHxxAGDUtezyNqfQA1xss13jDKeihCGrsdvrxa,444608946,2026-09-05 20:19:32,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,4JobuWF6BBoMP3AhDcLNKhPtoBxmuwV3hXv1nqLmBHcG,BUY,21358.157195,,,,Raydium_CPMM,False,False,REAL
5HK62PE3AhGVZfG8F8ErodufMSGAM7yrioV53LpxhJVnjkTMiNq5x4P3vxM4ZiShfvYaFCpoe1jSDpVELgKkqDH8,444608944,2026-09-05 20:19:32,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,AWV3jBA9KoDFp1Lbfz2Rwza5Q5PyAL7yguMJTPt8iunt,BUY,206962.751805,,,,Raydium_CPMM,False,False,REAL
2XoRvtDSmazzjHDBLrC6vKwaETTB7iPtPUeo3PSkRGwh4viUgUxH4sbZGj1SqS2ycAqdUHHr4diGhnS5aoSmr57P,444608800,2026-09-05 20:18:47,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,HouCc1R6JyGQfn4h6kCAT23XRxSYMDMfqVKSKU1MWcV4,SELL,30652.186903,,,,Raydium_CPMM,False,False,REAL
3GrpAq2zdScuUGaQtfbcy4nqkQDcorFLNRyz7FjRxW9LjUZk7tKfkuHo4DJ2EKztPzoJNoakegXhqdVSGhrWL2Xw,444609017,2026-09-05 20:19:55,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,8Sebivf2jD9UKbchx8c5RALAeh2npR8e3pzWrGNGq43h,SELL,273838.32025,,,,Raydium_AMM_V4,False,False,REAL
RiipU7LWCKCx1iuzpuj2MCAHYLUFwemFdKGYa6qVMiKosBGaAqS6YfJUZkSHYyqabPkAY2BwkatYv6zGbaKySJd,444609005,2026-09-05 20:19:51,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,3DpojcUHkgptKZJaNqGfKdPXLf6tbFwts8PdCjVFSQTH,SELL,98714.65383600001,,,,Pump.fun,False,False,REAL
35qQ2kdKfqto74K7eTSiSy9Dem9BMzUsvna25moeqmHDivaUPxKPgmAXjfQypz11w6c6RMfw8zzyVKoVzJxBhRCc,444609000,2026-09-05 20:19:50,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,GgDFq5ey1v1DmMtfx5kSNyBnvjw1R2SRvngRr817YRqQ,BUY,283970.687605,,,,Pump.fun,False,False,REAL
3c1jKbGcvqqLDgXhU9eGcU3biDrQ6zS8BgC1w2d5KWQQYmjB9v5e36GRQ8cksDbvAdqqp2FUuyKr23SR7VGc4tbe,444608990,2026-09-05 20:19:46,HtuEcv5d2yiL4HGkQRjEJbS9jF8Vi71E4vywDgjvUssW,GLjhdCD826s4eds1HeFCicvZ7JRZ62u3SzGqkcq3f7CY,7JuBGHFxFJHXQLUER5UDgCjbgeigrsh2x4xMkmNxH2hF,BUY,3046303.213699,,,,Raydium_AMM_V4,False,False,REAL
2kR1APUYG8URXgTCafDmZRgt4cnF39gXSQee8HfMK5tHw7ArdgSq6W1p3jTarjXr741bAgQeTBVHMQTkij1k3GDn,444609082,2026-09-05 20:20:15,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,2XbnCmWRHyxHMf2KZbuV36cH5w93eENQoZGsBmRhF2mg,BUY,28566.213835999995,,,,Generic_DEX,False,False,REAL
2QbsyyXxCCAxt6Zd57L1emkwLTxDXRQExURunwJn3cCpCySnU8pSz4AitMLKefgKpyFqjWe1fEPq4VsEp1htHQjJ,444609077,2026-09-05 20:20:14,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,755h5gPymhRy9g5HzJTj55SVGHiVghLFaj68NG3pyMBk,BUY,35247.895341999996,,,,Generic_DEX,False,False,REAL
2mZeK8rFaLn6u7uTfn1fNmjEkat2k2RZewwinpjmFo5LHuKuGifFKPK1nWdTY6Fm7crfaYBqdd8kaVVSsiQFHsXp,444609070,2026-09-05 20:20:11,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,McWx875eJL2647nqXe3ZWJng6uQiLRXBQWeEmPjfddG,BUY,38781.300277999995,,,,Generic_DEX,False,False,REAL
38aYCbkx6NWKk82W68i7EJGZKYsRFbNQSyLjJKynaCHTQx9nC3hgnsxVj2f5oMq5jUgSE5iuZGk9PhBiWiBFck3v,444609064,2026-09-05 20:20:09,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,8oH68V3Vv83A3gGxFbCkTQrc8dRBd1qHiMakifg2jbA6,BUY,1359205.516026,,,,Generic_DEX,False,False,REAL
3tpNLSTjwJc52Xk5auXmsfFoN9kAVWWEpWSArHquFahiu9q9kb4rqQhPWKARgxUp41ao8X6a1jt8dyxUtC5mn92e,444609150,2026-09-05 20:20:37,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,7jD9F6DJjsoD3MFzx7fbXdJUgc1LjVFo67EYpPSEexEa,BUY,2849.6970569975674,,,,Pump.fun,False,False,REAL
3GRX7JahEeFYdySUdiPnJKDeiYGPkDHitfuHH5UccMUzrpdBZqfnzKSm2L7c3r9ZjXmW916nbasM87r46Tem3yXg,444609097,2026-09-05 20:20:20,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,DpeSifG1WioN9yLzo7MMskFdraHKqbh2yZELFot1kjuP,BUY,5783.923299,,,,Pump.fun,False,False,REAL
5ctbAvNvfEW3AUudCmZpLviFg7LbeFHwYS33MAwaE7HvUUxy8ER3T6xNgAPo5iTyHzunS61FtTE9SpGefzGQkWd4,444609067,2026-09-05 20:20:10,76UhTEd4j9ijAAXibpAgvK4j6Yf9qtUPi1jh3BcGG1P9,6HwjR6eNd7xBzFX1p2jc5dbHzCyx5FoDVRiKUfJMpump,GXRNpTLczwZZpAocDXRyKgLTrvxWG8fs1diKSQ99FWMy,BUY,2691.962273001671,,,,Pump.fun,False,False,REAL
cp8jK5rRM3doQYQc847Tq9bbCwvhgis2rmjya6gUTC9JJcEfKmCVHKeQVJqsDwjJaXpa8Bz9WiVox5HUMx6AeQD,444609156,2026-09-05 20:20:39,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,AdWgw15u2V7HUAQmxJUDLi3xo7c2dstBBgyEBTbgdHSC,SELL,191249.851685,,,,Raydium_AMM_V4,False,False,REAL
5xoK9cLsPVcXZgVUHX5wm5jLfBgDGjcJBHQh51PiW6WXRvx223Gj42VwKVLQYCCYWtAaRdywJYBoJ3JLHVc9z9om,444609076,2026-09-05 20:20:13,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,6syV8eqj3e7ZftJ8fRbuAQizrTJUqgbjrXNeYbNuqdSK,BUY,205890.985564,,,,Generic_DEX,False,False,REAL
4fN5C9gVudsgrxsA91AqLgvxvF2ZJjXAav5YE6BkAFfiTjm4aZuUDk2KfmGovDcSuQoUdKAHdioGhjmhchK8rULQ,444609047,2026-09-05 20:20:04,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,9diQW3GsXadD96JvfANKgQSYqdvP7pzPCBr7D7wAFVsc,BUY,1263644.0714480001,,,,Generic_DEX,False,False,REAL
3q4wqTZr8eUwB7XvnXBbN1qR5irvh8e9HRxPReXasbsvWjKC87CpB9ydoqSexV46ZbnHou6NzZhBQTJFKFgFKkVF,444608954,2026-09-05 20:19:35,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,9diQW3GsXadD96JvfANKgQSYqdvP7pzPCBr7D7wAFVsc,BUY,953186.508027,,,,Generic_DEX,False,False,REAL
4NoQDXag6Dg25YnQbwVaF38U9PxBgQXcjtGGWioab78RCTim6tNAkn5qA1e8JWhRjt5UBxEBbHbcfSzJ6R1vHRBR,444608720,2026-09-05 20:18:22,58ESDsrZJ9fKccTMPL5zdktr14NER11a25TovEMqUL8E,6JV2jrkUK3rxf3oHwpD1BpinxkaJ5gBUoFQmi5czpump,66SH3Th3KEqEPUsiph2pCDKWeqQo7e7Qj5vWPhp6pxSy,SELL,203078.44233,,,,Raydium_AMM_V4,False,False,REAL
3wekwFKibsGwyvYUV3ArAFhYUt1fyBLnEkMrfFzmEMwiDYZVgzy4huCDNM5NRqfTWX5VXiKmk7CTL2HeG8jooB1J,444609278,2026-09-05 20:21:17,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,CFXDzZX17rkLZSwnKuxum9jRwuWaZFJHw5RLSpDekyy,SELL,174164.305519,,,,Raydium_AMM_V4,False,False,REAL
4GgtFUfHGMFZu9MkY6GuWr4FHSaxe1CWuRFGbaz8TWZyGaeLj6xHt3Sv86UCeNYUFqkTCRBQ15KN31pwMZexKoAd,444609094,2026-09-05 20:20:19,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,Bwqw25mgLjDSp2rHzPPhFEyuB89keXzHXDZvEaDUFDeu,SELL,227989.17933,,,,Raydium_AMM_V4,False,False,REAL
3x2mjuNzZw9ovAFsLZjDyi2AzDUmqMJMre4GfxwvgAiXiZqwT7cYnHVsrFDPkKMoQiQmdZXWuh2z4eExz8mtXwu2,444608824,2026-09-05 20:18:54,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,2BPNqkHM3grFPfDdp8cCVwJv4AwMaeaZozPF2t35T5nr,SELL,437083.559098,,,,Pump.fun,False,False,REAL
2JVapa1itnWMrk6GZq72SkY6TZLzF11iTgfYvWBUYAu3YQNMgfyetmuFN2FpX88zZmWyN7htJB5K4bRh7jrhFhxh,444608297,2026-09-05 20:16:04,4pvFz4mMDyEbJpxRciWHaebZ1wv2rjySrkYW5LGfXqRR,89nKopjqgjZVJx9JmRZBW7CU6uweaMMdjscv5GMMpump,9qJBtrbyZATUFLfTJRtrPMZTuxGyRKy5AwLtARt5V7mA,SELL,47498.80012,,,,Raydium_AMM_V4,False,False,REAL
4G1VFxstPQVsMKNcu2kfx9C2pNmYJNhg7kdnqdE5kVqRfgqqxhCUwcoaxqgYEe5ffnYXJydQ6un2V2DYhqR33pEF,444607423,2026-09-05 20:11:31,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,C1E6eDuxBAtmwCuF5YvjMjPMsnhyTrsyt3MKv1mZbrvk,SELL,409000.859862,,,,Pump.fun,False,False,REAL
46n8isUdMKQpd5cJ4jC56r8hsiv4yrwYu2Df3YsM8agxZjWUc9fXqGWFtz5nLMKvw9YVGCXPT1QHs6ZxymiuXYct,444605506,2026-09-05 20:01:28,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,38hwe2FhAmq31AMx3kR8e3Qtf1P4j34dm8b7AyDmPgpH,SELL,82046.006423,,,,Pump.fun,False,False,REAL
3R7ivaYaTzyWgkMCq2Dyt7J7u7Rb9VW8ogBWSjk3qfjhFB8ejMKW9ebYgKWzXdnNnx3wEBm7Fd2fcoqhqCBtftfS,444604920,2026-09-05 19:58:23,BC8zHYZ8WYKGXScphYf3mkszadyPs7MhTP3S7xNjx9Ke,BLUPbQnwyjrKQZuXWZPJNWU3bUnLejyo3vzmCerCpump,6mbwiBcrQ4UX19cBV2WdCz6cVg9YV9H4Jng4EFjMVLHf,SELL,1467534.23709,,,,Pump.fun,False,False,REAL
31uVCaRoPxksCZnSr3pM2t417aXPVWkYTmgWb5i5haGkFEcrHbXegYLfrqjifJMLBpqXy3FcB2s2BTTAVKRgMNgj,444609450,2026-09-05 20:22:11,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,D9XRVpSBJuTHfBtwSeBsfchQ7jRze5u3gRjAvijQZXud,BUY,2930449.192361,,,,Raydium_CPMM,False,False,REAL
2nCJVG1aDeUq35rGnBs2W1r33WmuiDDLUy9RbdXiTtRqShuev4g9fQkbeok347Kwtm5BktdymopJWVkK1tt3jazp,444609374,2026-09-05 20:21:48,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,D9XRVpSBJuTHfBtwSeBsfchQ7jRze5u3gRjAvijQZXud,SELL,2936644.69007,,,,Raydium_CPMM,False,False,REAL
487H5W6NPnz7M59jQT5wdNCG4JDsuQtEXi5eqaMGHWv9Nzzm5uxSBzZRTJuG5PLduf7wv8owd8uXFFr5FSBJ9Enq,444609315,2026-09-05 20:21:29,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,AWV3jBA9KoDFp1Lbfz2Rwza5Q5PyAL7yguMJTPt8iunt,SELL,206962.751805,,,,Raydium_CPMM,False,False,REAL
4NsfqJXGuFJv911nRSkLf296zGZJbanNf4U9EAFigLeyMwuWkk1hW6gbx4y5igjTu4guV5SLESAebGBtteCpMv4u,444609271,2026-09-05 20:21:15,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,6rToPGjtuFtxNT8GXi6bYsmN7x7vS2fGyvWSzotFUFob,BUY,2409939.021848,,,,Raydium_CPMM,False,False,REAL
5aHZEmkmwnayHjuPrcYg9Ag5mfRwkcmmQFoPkGPQo7UUnBVmgBbdJX2pXvNj28Nomd8zrw51WfJFpahPFk6WUPEQ,444609253,2026-09-05 20:21:09,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,CcuEwYXKj3PvKU5zm83EQzqSdQmzsQm64dmmHMuogmQp,BUY,1024995.313114,,,,Raydium_CPMM,False,False,REAL
5j8DqUNGQVGRQyXCFsfsuWLwZC5GEYspn8LxdSUrECh1Rvucyxe9JRjvqPMSYdZLpPrDt6kWSvZFWqEzpEUsvRag,444609237,2026-09-05 20:21:04,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,64fsuiBL4sinj8MMUuPz16E2iFGuyFdC5oiKxSceG4kY,BUY,2084237.149776,,,,Raydium_CPMM,False,False,REAL
2cet4Ec3QSxC9gmZ9j8Nw1NaEHrnk7KZJSheUYGGnC9PCeif7GSbLdtvXUJx99y3DCwmwCS7U6xS5SCy995Enq9c,444609200,2026-09-05 20:20:52,EsyyLLGgpEgtTK95VfMgcJXzEkGDE3xU2ETS1Fy3TF7Y,7FqW1jsE5JvWf9kFpEAaBS5pE6VEuxd7BzUexhUxi2Fa,2BDnFmXZZuEtGv8JRnErLnJeb2vMGQF3A6wKToQ16i5Y,SELL,96892.216402,,,,Raydium_CPMM,False,False,REAL
3MqyaGJV7v4xkNcpRandpMycZeQbirTo5AHb886HSFKAXWfzXkmNxerRfZcm1p3TLJ4RguNsA5nXMZGL4BfSGVLa,444609622,2026-09-05 20:23:05,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,BssCREJ1j5b9pWxszBokpc7RWaqKSeTSR7Tzzgw4dmhy,BUY,52133.197276,,,,Generic_DEX,False,False,REAL
5bka2LnNBJf5hUFcvBDUwBPyTWwJQGAgUuutspKKSu9LZycTz4HEBmqgXBmV3t4D7BUELmhy3L725S18psPRbVCJ,444609620,2026-09-05 20:23:04,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,5d16w6XDmb3wo9RLbyJm63jSQ3QU8LcdLkew8TsR7xbs,BUY,20705.911282,,,,Generic_DEX,False,False,REAL
4GGQUCTrzbuaWzvwTaKkV1AUBTEnoRnzgTH7p1UJJrY2YBRt4XsK6kL4WeweBKYBPNc6XAJCLmiTMUJ81ZaPAty,444609620,2026-09-05 20:23:04,AChLdRrzM9RC8xbMapZSzCa2Ehg4n8QRPmepeoRZrVno,2pw42Poei4ys5drzQXnr8ePXUuc8utM8r2S98urSpump,A8eBVAS8GRid26nEUod53rKC3CJe6udXnHHZBBrmBVyh,BUY,1647050.700704,,,,Generic_DEX,False,False,REAL
