event_id,signature,mint,wallet,action,amount_tokens,amount_usd,impact_score,timestamp,source_type
whale_3Yc6BcW1_1788789685,3Yc6BcW13VXqr1iRqFbRNgPWwfkk6ryixEJpCeyABCrDFsUnsSFM1joACN7hGCpZxFkn3nKj99V5t6iP7DnFwpEH,69i2k5bwac9f7UAackSGN1kXAngvttEcyMBfowkpump,37PSapdTGRKZ5V1uy9EtivszgynMsb27mBpsoVpUewe8,SELL,3527381.9689729996,519.56,16.27,2026-09-07 14:01:25,REAL
whale_5tGJjxYi_1788789970,5tGJjxYiPxDKzjHWmVYS9pw1MuyhNm4nHvCFp6c4rihzL4Ve459G91qLabNCUuEp3ysyw2sjoxJnQ63nuuMi7XWx,6pYGkEu4hV1ayVFYHMMifg3mRiPkhDj9uGDHeJgWC2G1,DHNUDVu2BCmHu48CwTQN9XMHTVwJykgRL62TiosmBJJ8,SELL,7224706.681481,299.07,16.48,2026-09-07 14:06:10,REAL
whale_4VArk6Wp_1788790422,4VArk6Wp2t11foGUBvMfKAKeSXei2FR39S44E8anohDHVLmJf8DUviiwSsZZ9C8eF9CHLhGkjY3Fgn5ZzR9f9QWa,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,6PheUc6x6WxoNRisc2q1oEHotHgbBVmhC5GJpVYqq9bC,BUY,9589792.060572,367.83,23.59,2026-09-07 14:13:42,REAL
whale_2kaxW92f_1788790557,2kaxW92fzjnFJqe1PRFKPLDohBGwSs5d2B7pxk8wZJVZNsgaT8VrNw1CSqmmPdiDp8wz9YhztZo44KNBwedtDxRK,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,6PheUc6x6WxoNRisc2q1oEHotHgbBVmhC5GJpVYqq9bC,SELL,12910823.380904,309.5,24.72,2026-09-07 14:15:57,REAL
whale_5PSVhqCr_1788790567,5PSVhqCrze3TbzP47v63ba3Kd1YC27kSQd7ELLbXArwugZsKtXQdqBJhxjQ6FYkc72xbxjzsc63SppVcb3V8qkh1,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,8kh7B8SQgermtqqgRQEXpTiFAzLnCM8xjwJByfzJHuTe,BUY,12933434.120900001,249.19,19.9,2026-09-07 14:16:07,REAL
whale_5YK41qvq_1788790663,5YK41qvqxQFcmBiG6AKiWJqJzGTkJrznw1NWBtDmPM6EjBoaz8ZkNf8kWqGME4E19b7scxgho7pBqfvWTPaMZipz,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,4JZaKuTcG5A1fEZP1agHLuPSnd3XvCNmTXPWMNHfRWQn,BUY,9542499.4895,104.8,15.1,2026-09-07 14:17:43,REAL
whale_4qs8Nso7_1788790868,4qs8Nso7d6TYUiLrrbLwBCf7MLAug3NE7bYVKCzQY6AhyFJaYQHSxAoh1y31EGYLt1hT11LTq1xzA9k7hgMo6k1F,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,38hwe2FhAmq31AMx3kR8e3Qtf1P4j34dm8b7AyDmPgpH,BUY,13498362.973655,152.22,21.42,2026-09-07 14:21:08,REAL
whale_dHRhX8gt_1788790966,dHRhX8gtBNVQcDsaUzT7vUXUiQYSpBvv82pptTyWyZrQjS5v5ePpb1TiBbiGTi3mBSBZChdvq9ZHPi3GUiSvaoz,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,B1ZMARC6qhJYJrvBJywUYdtf6hq2WBkTgvbbnGuQsQnX,SELL,11773536.177223,144.95,18.32,2026-09-07 14:22:46,REAL
whale_35mrfPht_1788791005,35mrfPhtb9Bjjq4Aw9Y4y7jiRQ4cxJo6ivv5CENtMmRdT5ZsrK2KZScd3EaXtAXFShkise4PRc5FdNcjtGXThUnk,UPLs8yhf76YyB1DnEZGmjDBPE3okTT3ZdaEp2uWMo6t,DB37DpYyimdLi9VTqmKfAMQpYBQLksCMaVb2BJggMekV,SELL,46409780.375146,266.73,93.43,2026-09-07 14:23:25,REAL
whale_5yZfZS1B_1788791025,5yZfZS1BWr7MURCPzyfDS4PTS2cVdCzUnEUnmcHDffobwMFfaAoCsrwczG1C4uTzNuLZW5ypWPttQFpXGjRyCCdX,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,ByELCjQC8bogemLMKkAggCVnVLuZRAnen1k1K8FmcoeT,SELL,25235133.305802,268.0,36.35,2026-09-07 14:23:45,REAL
whale_42gAwfMP_1788791054,42gAwfMPUjAqieyrNc79r5eCxwudn9ZdAbEafUSVcy8mYcJPRiZh4tGXbaGHcbPB8V9hnC63YkcRGhwhPjWp1ern,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,6QAqPr36syxZ8WGDofU5pQ8kRaMM2ZQ94GVvQa8hjFu7,SELL,17027738.523162,131.23,17.8,2026-09-07 14:24:14,REAL
whale_51LDc8Cr_1788791094,51LDc8CrWFSySHGUeS2fGq6ZiDUNG3RJADx1T4PppXzAftAhczWWMynXtNp7DtT4QWWrA8BRYjHzjD2pHRUuZfsv,C3cP9Tq5ra5AnRfhspt73qeA4fRQPge8PqpBoYtSpump,24tTHLP6qFozDY98BGG25wzd8cafwvPdcAMvoNG9DoaP,SELL,13391743.396049,70.71,15.14,2026-09-07 14:24:54,REAL
whale_3MBeXkfc_1788791392,3MBeXkfcaTG3c2qqHuGwYf1g6oBbsNfRg24RFaFR3Chqnr8ggUnjkeawEmzjqic9KmoodPcrfnDwAobqTfon7oes,AQcEen45qAjXSVV6dcEvHh9jgu7d6JYu4k2GKfdF1a6N,3BNKF7XBTA35rn96z9QErTVNbRH9GUJRCGYM1CoMYK4p,BUY,15948814.939405601,313.15,23.17,2026-09-07 14:29:52,REAL
whale_3Ts4A286_1788791392,3Ts4A28655pJ5CnhDrXosMvwr1oF3osjLCnnqa3Qjeaqv3tFRdCmM8RuJjhccCJHPE1hcGzkodBfoPmetBW6bgph,AQcEen45qAjXSVV6dcEvHh9jgu7d6JYu4k2GKfdF1a6N,DB37DpYyimdLi9VTqmKfAMQpYBQLksCMaVb2BJggMekV,BUY,14901880.904013991,274.71,20.32,2026-09-07 14:29:52,REAL
whale_5NhJMgnA_1788791696,5NhJMgnAtDL43SETEsf5sHLCi1JCNtwbU7mfJRAb2rKrjfAGCh7ta2wCWK8T6NoZAsYJwPsVUhR5fq8EE3K1f75P,AQcEen45qAjXSVV6dcEvHh9jgu7d6JYu4k2GKfdF1a6N,JAKUPEVcWCxFdJ1G3zPyfWutYPiMb97FDq387vLHfbhg,SELL,26288067.72578471,439.59,30.68,2026-09-07 14:34:56,REAL
whale_4hywTaBj_1788791767,4hywTaBjFijVEyLuxAvLroacL42qPHCShstGCcUR5vdUZ3zzh3J93tGF2LkWyk5SWV2P2gFV6XfmKcxGcRfYsZxC,UPLs8yhf76YyB1DnEZGmjDBPE3okTT3ZdaEp2uWMo6t,C7Mx4SQUXS2rfDsSQyHtMMCMLK8CoTpiZM7cdZXZBf2,SELL,10212759.541537,55.59,22.14,2026-09-07 14:36:07,REAL
whale_4AZT7bCh_1788791660,4AZT7bChN61mA9vY2LqVEXn6CP5HUTgmMjmE47c24dwC3HXSN7pjMUFC47Uv2fCZ9A6xgDixbuC5jW2cViLGHs2z,UPLs8yhf76YyB1DnEZGmjDBPE3okTT3ZdaEp2uWMo6t,dgtHTXsVXVqBQaAnof8wWmMQGtQJdMRfdRvNDxQmrQ7,SELL,9784887.018401,58.04,23.12,2026-09-07 14:34:20,REAL
whale_Ganzd6qx_1788791919,Ganzd6qx8q2v97DBBFZZ6M1e6P2pjxF8dnctzGvN9uvzawemTyg8MheomNYLH6YhrBGJY7MrPU9yzPG3rBt8WrG,AQcEen45qAjXSVV6dcEvHh9jgu7d6JYu4k2GKfdF1a6N,BLUEZYapTJn89Rq5Mb48gD6XdT2ZJtDMw9iXBeNq8ntx,SELL,19276204.98371884,215.07,20.73,2026-09-07 14:38:39,REAL
whale_5sU23XT1_1788792426,5sU23XT1D1PH6goPaNvb8hG4WbY9jMiqqVkGZAZENvR6WFoiLpMZZyyLaY7FHnSYeN4HP9paMEue87k2Fs9aCvrv,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,D8mHRcdNkj8JxS7fuf4czMYpvf8rCh4tTk196o2Tr5RP,BUY,10482699.284756,166.31,18.89,2026-09-07 14:47:06,REAL
whale_3mcgj3Ac_1788792433,3mcgj3AcCTcuqh4zCRbtftgjg6fy16E6DaqnrhDdPZAvNicPDsR9VHr8hb5anE3yrK6u766RZrXKifqW4YfYkvgL,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,51NkBNc7RVwXLv7C6rivNcENrnEfFg3LiWDXeyCX4hRL,BUY,13084133.301148,225.07,26.02,2026-09-07 14:47:13,REAL
whale_4nLW8YH4_1788792532,4nLW8YH45JiNZJqExQFTh3D2fBjThWE3DR4BQDCvByAMkydtqb2NcJLo52opWXVAzEh1LtEgFomcaFZNxBxkw7fN,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,AsQe3rgLvs7P4TqfhJGyvcftnemUHbWpacjLY5JyQAS4,SELL,8999708.995232,214.45,18.9,2026-09-07 14:48:52,REAL
whale_3m16qish_1788792564,3m16qishwtVUf2up9BAt3uyMSZFYJogmtdDt9qLzbpreU7WhpHZHJqH2gA54t8CYTdhPQzX9WNYUeZ1a942kKKxf,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,AsQe3rgLvs7P4TqfhJGyvcftnemUHbWpacjLY5JyQAS4,SELL,8227687.914609,203.65,17.95,2026-09-07 14:49:24,REAL
whale_4eJr2iyK_1788792728,4eJr2iyKGpcJpmZPy5subjqpTVpS743wo1xEbb6h11sSK56xRm3nhVdwbn1zQjyHaVt3RjSjJ5ckYpepthfuyENp,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,CAN9EE6rFet62K4g3tSEfovbVbBzNCbaWZV1yi13Ck32,SELL,12246450.758149,252.0,22.98,2026-09-07 14:52:08,REAL
whale_5Ycj7x89_1788792775,5Ycj7x89tFTTgyaeTpxD9Dj64jezry73HgsyJRsEjYnpLdJihuzqw9x2dymySYzZAZW9ySsikCi2satYbe8Y1QAr,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,8bMY461WErDfGQ6eS6ombzEAFHDCsRReyhmWmeiWCfFw,SELL,10420921.272048,173.29,18.38,2026-09-07 14:52:55,REAL
whale_55Ms496M_1788792782,55Ms496MduYV6XZbgVSdcbTeLZwKK855kwbY3qkB9ye3w5FuV8NtLTXqr2AF3ekRh7BVKuuuCuETxC7zbCU21Ym5,4EpUdKtytBqjqRQPuzCMeYAEUY7GqMr3f2BKwiLqpump,AWusY2g7G5vFQeTnXw6zWkwsgFkicGBYBpdopGvXra3r,SELL,27626459.357635,408.32,43.3,2026-09-07 14:53:02,REAL
